text,label,intent,response,sub_intent
I tried activation my card and it didn't employment,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
I didn't withdraw cash but I see that transaction on my app,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
I would like to have assistance with activating my card.,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
Why did I not get the amount of money I requested?,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
I don't recognize a charge on my statement.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
Unsure how to provide my identity.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
I couldn't pay with my card,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
How many times can I make a top-up?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
Can I top-up any amount?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
There's a payment that isn't mine on my app,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
Will my GPB update my salary,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
Is there extra fees for making a withdraw in a different country at a cash machine.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
One of my transactions needs to be canceled.,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
Am I allowed to change my PIN anywhere?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
Hi! What documents can I use to verify my identity?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Where's the money I transferred into my account?,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Can my friend send me money?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
I saw I was charged extra for money I withdrew?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
I didn't get the correct amount of money from the ATM machine,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
I think my card is lost.  What do I do?,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
to cash withdrawals charge me?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
I think the exchange rate was incorrect.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
"How do I know what my account is set to, I am paid in GBP?",50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
I tried to top up with my card but it was declined. I was able to a couple days ago and it worked. Is something wrong? Can you check it for me please?,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
I got charged two times for a transaction,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
Can you tell me why the transfer isn't showing up on my account?,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
